Label,Label Description,Item Number,Primary Barcode,Artist,Composer,Composer / Title,Format,# Discs,CA List Price,CA Suggested Retail Price,Release Date,Blurb
IDIS        ,IDIS,IDIS6728,8.02195E+12,Trio di Trieste,"Dvorák, Antonín; Mozart, Wolfgang Amadeus",Dvorák & Mozart: Piano Trios,COMPACT DISC,1,$11.69 ,$17.99 ,2017-Jul-14,"Trio di Trieste was founded in 1933 when the members, Dario De Rosa, Renato Zanettovich, and Libero Lana, were only twelve years old. Later, Libero Lana was replaced by Amadeo Baldovino. Lana is heard on the Mozart recording, and Baldovino is heard on the Dvorak. The group has performed uninterrupted concert performances all across the world for more than sixty years- that’s more than 3,000 concerts. The Trio are members of the Roman Academy of St. Cecilia, and were awarded the prize of the President of the Italian Republic by the Grand Officer of Merit. They have regularly been invited to all of the major international festivals. This release focuses on radio recordings that the trio made in 1956 and 1964. The first work is Antonin Dvorak’s Trio in F minor for violin, cello and piano op. 65, followed by Mozart’s Trio in E major for violin, cello and piano."
IGL         ,IGLOO - CHALLENGE,IGL284,5.41055E+12,LOOS  HOUBEN,LOOS  HOUBEN,COMPTINES,COMPACT DISC,1,$13.25 ,$20.99 ,2017-Jul-21,"Since their first gig as a duo in the early 1980's, the musical complicity between Steve Houben and Charles Loos has never wavered. 35 years after recording the ''Comptines'' album, the jazz classics collection of Igloo is reissuing it, completed by new recorded versions. On the nine miniatures, the two accomplices support each other and trade licks in a relaxed atmosphere. Loos was already playing with his distinctive, slightly precious, tone. With subtlety, he hemmed the waves of pure, precise sax improvisations, in turns alto, soprano and tenor. Their music fully fit into the new chamber jazz style that had appeared in the previous decade via ECM and to which many European jazzmen aspired. Emblematic of this approach, ''Valse de Nuit'' creates a dreamy, starlit sensation. Time stands still, with the subconscience constantly gliding from wellbeing burdened with funny or intriguing titles such as ''Ca C'est Mechant'', the music remains graceful, elegant, nostalgic, modest and aware of its deep classical roots, wrapped in a veil that is somewhere between solemn and dreamy, which is also that of the release as a whole. This was the first step of a tandem that would subsequently have a rich career, playing on several occasions as a duo or in other configurations, including trios with flautist Ali Ryerson and singer Maurane, and the Thais String Quartet."
III         ,III MILLENNIO,IIIMIL 0168,8.0261E+12,"Mohamed, Abdullah; Modugno, Paolo; Cossu, Carlo; Tawil, Saleh",Anonymous; Traditional,"Il passo dell'Almaa, musiche e danze d'Oriente",COMPACT DISC,1,$14.03 ,$21.99 ,2017-Jul-14,"Flumine is the title of the concert and the first solo album of Giuseppe De Trizio. After over twenty years of music with Radicanto, Raiz and Teresa De Sio, the Bari musician offers a sound trail, acoustic and instrumental through fifteen original compositions for classical guitar and mandolin. This is a fascinating journey that aims to weave through an intimate atmosphere, the author and the listener. Fifteen sound frescoes that accompanied Giuseppe throughout his whole life are featured: the first composition dates back to his early steps in music at the age of nine. Feel the music before hearing it, this is the key that moves the musician in his artistic career. Giuseppe De Trizio is also the founder of the Italian music group Radicanto. He has also composed soundtracks for film and television."
III         ,III MILLENNIO,IIIMIL 0300,8.0261E+12,"Trizio, Guiseppe De","Trizio, Guiseppe De",Flumine,COMPACT DISC,1,$14.03 ,$21.99 ,2017-Jul-14,"Flumine is the title of the concert and the first solo album of Giuseppe De Trizio. After over twenty years of music with Radicanto, Raiz and Teresa De Sio, the Bari musician offers a sound trail, acoustic and instrumental through fifteen original compositions for classical guitar and mandolin. A fascinating journey that aims to weave through an intimate atmosphere, the author and the listener. Fifteen sound frescoes that accompanied Giuseppe throughout his whole life: the first composition dates back to his early steps in music at the age of nine. Feel the music before hearing it, this is the key that moves the musician in his artistic career."
IMS         ,IMPULSE - UNIVERSAL,B002688101,6.02557E+11,MONDER  PEYROUX  GARDOT  PORTER,"PARKER, CHARLIE",PASSION OF CHARLIE PARKER (LP),VINYL,2,$25.94 ,$39.99 ,2017-Jul-21,
IND         ,INDESENS,Inde095,3.76004E+12,DUREZ  GALLIANO,GALLIANO  PIAZZOLLA  SATIE,DUREZ MEET GALLIANO,COMPACT DISC,0,$14.81 ,$22.99 ,2017-Jul-07,"Originally from St. Amand les Eaux, Jean-Francois Durez discovered music at the age of five. He began playing percussion, then piano, and finally at the age of 15 began studying at the Conservatoire of Valenciennes where he eventually received degrees in percussion, piano, and teaching. He is a full musician who has a passion for music and all types of music, and he regularly performs and records classical, pop, jazz, and more. Richard Galliano studied piano and accordion from the age of 4. The pivotal moment in his career was when he met with Astor Piazzolla in 1980, who advised him to invent the New French Musette, like his own Argentinean New Tango. The Valentiana Orchestra, financed by the City of Valenciennes presents every year a musical season with pieces from all kinds of styles and genres, from the Baroque period to the contemporary period."
INN         ,INNOVA,INN255,7.26709E+11,"Arciuli, Emanuele","Adams, John Luther; Ballard, Louis W.; Bresnick, Martin; Chacon, Raven; Chee, Connor; Daugherty, Michael; Davids, Brent Michael; Gann, Kyle; Garland, Peter; Gilbert, Peter; Hakim, Talib-Rasul; Higdon, Jennifer; Ruggles, Carl",Walk in Beauty,COMPACT DISC,2,$11.69 ,$17.99 ,2017-Jul-28,"When an Italian pianist falls in love with the American Southwest, he or she is apt to respond in some grand, expansive and colorful way to the space, light, and culture of the region. This at least was the case with Emanuele Arciuli, international concert artist and keyboard virtuoso, who started collecting artwork and piano pieces connected to the area. Walk in Beauty is a double album of fourteen of those works, many commissioned and premiered by him. Together they form an intimate love letter as well as a tribute as toweringly magical as the Sangre de Cristo mountain range. Early attempts to use American Indian themes in Western art music, while sincere, often betrayed the composers' lack of cultural understanding. This collection, however, includes works by indigenous composers alongside those of Anglo heritage; those who have spent serious time and energy researching their subjects and incorporating what they have learned deeply into their compositional method. The Native composers here include a wide range of approaches and styles; Connor Chee's fantasy on a Navajo theme, Raven Chacon's exploration of noise and feedback from the piano mechanism, Brent michael Davids' sultry jazz miniature, and ballet transcriptions by inspirational forebear Dr. Louis Ballard. The other composers pay homage to particular themes, such as John Luther Adams' stone figures, Michael Daugherty's bison dance, Peter Garland's peyote rituals, Kyle Gann's chant to save the earth and Martin Bresnick's homage to Ishi, the last of his tribe. The program is rounded out with complementary works by Jennifer Higdon, Carl Ruggles, Peter Gilbert, and Sufi convert Talib Rasul Hakim."
JBS         ,J.S. BACH-STIFTUNG,B592CD,7.64015E+12,"Börner, Jan; Mammel, Hans Jörg; Orchester der J.S. Bach-Stiftung; Wörner, Dominik; 	Chor der J.S. Bach-Stiftung; Kaleschke, Johannes; Neumann, Julia; Lutz, Rudolf; Berchtold, Bernhard; Friedrich, Wolf Matthias; MacLeod, Stephan; Oitzinger, Margot; Sohn Nad, Noëmi","Anonymous; Bach, Johann Sebastian; Bible; Ebert, Jakob; Herman, Nikolaus; Kreuziger, Elisabeth; Luther, Martin",KANTATEN N°20,COMPACT DISC,1,$14.81 ,$22.99 ,2017-Jul-21,"This new release features three live recordings from the evangelical church in Trogen AR, Switzerland- J. S. Bach’s BWV 48, 90, and 131. These beautiful pieces are performed on historical instruments by the choir and orchestra of the J.S. Bach Foundation under the direction of the capable and celebrated Rudolf Lutz. Also included in this release is a comprehensive booklet with German cantata texts, individual cantata introductions in both English and German, and musicological contributions by Dr. Anselm Hartinger and Rudolf Lutz. Several well-known names are featured soloists on this release, including Noemi Sohn Nad, Jan Borner, Wolf Matthias Friedrich, and more. The J.S. Bach Foundation has embarked on a remarkable undertaking: over a period of some 25 years, the Foundation will perform the complete vocal works by Johann Sebastian Bach (1685–1750). Each month, one of the over 200 Bach cantatas is performed in the idyllic town of Trogen in Appenzell, Switzerland. With a rhythm of 12 cantatas per year, the project is estimated to conclude in the year 2030. All introductory workshops, concerts and reflection lectures on the cantata texts are recorded on DVD and CD; the texts of the lectures are published in a continually expanding Bach Anthology."
KIDZ        ,KIDZ BOP - CONCORD,KB00114,8.88072E+11,KIDZ BOP KIDS,VARIOUS,KIDZ BOP 35,COMPACT DISC,1,$10.13 ,$15.99 ,2017-Jul-14,"KIDZ BOP, the number one music brand for kids in the U.S., has sold over 17 million albums, and has had 24 Top 10 Albums on The Billboard 200 Chart. Only 3 artists in history (The Beatles, The Rolling Stones and Barbra Streisand) have had more. KIDZ BOP released the best-selling children’s album of the year for the last three years and in 2016 outsold some of today’s biggest artists including Bruno Mars, Sia, The Weeknd, Taylor Swift and Justin Bieber.KIDZ BOP 35 features the talented KIDZ BOP Kids, who are the face and voice of the best-selling brand. Billboard Magazine has named The KIDZ BOP Kids the “#1 Kids’ Artist” for seven consecutive years. In addition to singing on KIDZ BOP releases, these young performers star in national KIDZ BOP TV commercials and music videos, create kid-friendly content for their fans on YouTube and host KIDZ BOP Radio on SiriusXM.ALBUM OVERVIEW:KIDZ BOP’s new album, KIDZ BOP 35, compiles today’s biggest pop hits. The album is supported by special event, products, promotions, online initiatives, and other marketing initiatives. The “Best Time Ever,” Tour will kick off in May just before the pre-order, continue through KB35 release on July 14th and into the Fall. KIDZ BOP 35 is sure to be an instant favorite among families everywhere.TRACK LISTING:1. That’s What I Like2. Paris3. I Don’t Want To Live Forever 4. Mercy 5. It Ain’t Me 6. Love On The Brain 7. Stay 8. Cold 9. Still Got Time10. Issues11. Castle On The Hill12. Something Just Like This13. Down14. Chained To The Rhythm 15. Say You Won’t Let GoBonus KIDZ BOP Kids Original:???????16. Best Time Ever"
LAW         ,LAWO CLASSICS - CHALLENGE,LWC1119,7.09002E+12,WOLD  ASTI,"NORDRAAK, RIKARD",SONGS & PIANO MUSIC,COMPACT DISC,1,$13.25 ,$20.99 ,2017-Jul-28,"With but a handful of songs, a few piano pieces and some incidental music, Ricard Nordraak, at the age of twenty-three, succeeded in achieving mythical status in Norwegian cultural life. He lived at a time when an early death had led to such a status, from Goethe's ''Sorrows of Young Werther'' via Mozart, Schubert and Mendelssohn, to our own Henrik Wergeland. There is so much that remains unexpressed and unrealized in the figure of Rikard Nordraak, so much that has to do with what he could have accomplished. Would he have composed the lofty Norwegian opera of which Bjornson had dreamed? Might he have written the great Norwegian Romantic Symphony? Or, owing to his rather easy-going disposition, might he have slipped steadily into obscurity?"
